Name,Address,Pin,Phone,Mobile,Email,Website,Contact Person,Purpose,Aim/Objective
"Hitech Family Enrichment Foundation, Mumbai","A 13, Mangal Prabha Apartments, N P Thakker Marg, Vile Parle
Mumbai","400057
Maharashtra",,91-98211 59337,hitechforthespecialchildren@yahoo.com,http://hitechfoundation.googlepages.com,Ajay M Shukla,Working for mentally challenged young adults.,Opportunity unlimited for mentally challenged young adults
"Hum Trust, Mumbai","Sector A, Lane J1/06
Mumbai","400088
Maharashtra",,91-92212 77108,humtrust@gmail.com,,Feroz Lokhandwala,Awareness for good governess.,"Education development & human rights, and awareness for good governess & infrastructure"
"Human Welfare Charitable Trust, Mumbai","3, Rajendra Ratna, Mahesh Nagar, Sv Road, Goregaon West
Mumbai
Maharashtra
400062", , ,98197 56020,info@human-welfare.org,www.human-welfare.org,Ashok Jain,"Animal Welfare, Child Welfare, Corporate Social Responsibility, Human Development, Infrastructure, Irrigation, Livelihood, Local Administration, Local Self Governance (Panchayati Raj), Mentally Handicapped Persons, Micro-Enterprises, Natural Resource Management, Old Aged Welfare, Orphanage, Plantation, Pollution, Poverty, Public Administration, Rehabilitation, Rural Development, Self Help Groups, Shelter Home, Urban Development, Waste Management, Water, Women Development/Welfare, Women’S Issues.","Human welfare charitable trust (hwct) is an charitable trust, established in 2015 by madan jain & kalpesh kabra. Since its inception, hwct has worked towards humanity by working towards human & animal welfare. Hwct pools in resources in the form of manpower, medicines, material, medical help, & proceeds from individuals, organizations & private communities to successfully feed and care for the any living being whether human or animal. Hwct believes that every living things is the part and parcel of our life and is here for a cause. Thus we all must respect nature"
"Hyatt Care, Mumbai","G-B-9, Cheeta Camp
Mumbai","400088
Maharashtra",91-22-64163270,,karimlabbai@gmail.com,http://www.hyattcare.hpage.com,Karim Labbai,,"Promote, give, impart, spread and advance education in all its branches including academic, technical, vocational and professional, amongst poor, needy, destitute and orphan children. Provide assistance for the relief and welfare of poor needy, particularly disaster victims. Provide monetary assistance to poor needy divorced women, widows & handicapped person, to enable them to start or join in any business or profession or otherwise become self reliant and to enable them to earn an independent livelihood. Aware the teenagers from causes of drugs, alcohol, spreading deseases, etc. Support financially, manually for orphans & for poor needy child who suffering from childhood cancer/hiv aids/all major desease. Do all things and undertake all activities that are incidental or conducive to the attainment of the above aims and objectives. About half of the world’s population ? nearly 3 billion people ? live in poverty"
"ICARE, Mumbai","401, Giri Residency, Opp. Goenka Hall, J.B. Nagar
Mumbai","400059
Maharashtra",,91-99679 77991,icare@socialworker.net,,Ashwini Gadoo,For the cause of humanity.,"ICARE is for all those who need care from underpriviledged children, men, women, to rescuing animals, to protecting our culture and our environment. For the cause of humanity"
"ICMH – Indian Council for Mental Health, Mumbai","UPM School Building, 1st Khetwadi lane
Mumbai","400004
Maharashtra",91-22-23861087,,icmh11@gmail.com,,Sonalee Shyamsunder,,"The Indian Council for Mental Health has been in existence since 1944. Untill 1990, it provided psychiatric and counseling services. There after, it is shifted its focus towards providing education for children with developmental disabilities like cerebral palsy, down?s syndrome, autism, mental challenges and hearing impairment. Theser specialized services for the children are provided through the school project ? skills and ability school at Nerul (Navi Mumbai) and Mulund, in the north eastern suburbs of Mumbai. To integrate through education the special population in to mainstream society by eradicating stigma attached to them and continuously providing them with the best related services in every possible way. Expanding the reach to the special population Offering a unique combination of services most suitable to individual needs to extent possible. Committed by all to the core values of the organization"
"IFFSA – International Forum for Social Action, Navi Mumbai","H 16, Samta Co-Op HSG Society, Sector 4, Sanpada
Navi Mumbai","400705
Maharashtra",91-22-41411313,,iffsaa@gmail.com,http://www.twinphoenixshipping.com,Kapoor Saleem,,Orphanage oldage homes school hospital for needy
"ILMA – International Leadership & Management Alliance, Mumbai","34, Parijat, Vishnu Baug
Mumbai","400058
Maharashtra",91-22-26246115,,hgolandaz@gmail.com,http://www.ilmaleadership.com,"Dr. H Golandaz, Sudhakar Malpe",Grass-root leadership management and training.,
"Impact India Foundation, Mumbai","65, Maharshi Karve Road, Nhava House (First Floor), Marine Lines
Mumbai","400002
Maharashtra","91-22-56339605, 91-22-22010594",,impactindia@bol.net.in,http://www.impactindia.org,"Zelma Lazarus, CEO","Disability, Health, Training","IMPACT India Foundation is a United Nations Inter-Agency Global Initiative for the Prevention of Disablement. It is promoted by UNDP, UNICEF and the WHO. It works towards the prevention and cure of disability. Impact develops new techniques and solution, mobilising resources and co-ordinating skills and experience at all levels to achieve its goal"
"India Sponsorship Committee, Mumbai","Mathuradas Estate Building, 43-45 Colaba Causeway
Mumbai","400039
Maharashtra",91-22-22020393,,isc@bom7.vsnl.net.in,,Dr Zulie Nakhooda,"Child welfare, Education, Human Rights, Rural Development, Women’s issues",ISC promotes education of children from vulnerable sections through residential and community based non-residential programmes with the ultimate objective of rehabilitation through a purposeful education
"Indian Association for Promotion of Adoption & Child Welfare, Mumbai","Flat? 7, Kanara Brotherhood Co-op Housing Society, Mogul Lane, Matunga (West)
Mumbai","400016
Maharashtra","91-22-24307076, 91-22-24374938",,iapa@vsnl.net,,Sudha Kini,"Child welfare, Disadvantaged communities","The organisation is committed to provide family based services for underprivileged children. These include adoption, foster family care, sponsorship, counselling and community development programmes. It aims at improving the quality of life of the children and families"
"Indian Development Foundation, Mumbai","L 10/3 & 4, Jal Ratan Deep, Bangur Nagar, Goregaon (West)
Mumbai","400090
Maharashtra",91-22-28762008,91-98191 31388,idfvolunteers.mumbai@gmail.com,http://www.idf.org.in,Dr.Narayan Iyer,"Health, education and development.",
"Indian Health Organisation, Mumbai","Municipal School Building, JJ Hospital Compound
Mumbai","400008
Maharashtra","91-22-23061616, 91-22-23864433",,ihoaids@bom3.vsnl.net.in,http://www.wwindia.com/iho,Dr Ishwarprasad Satyanarain Gilada,"Health, Rehabilitation","IHO is working in the field of AIDS control. It has developed a conceptual plan to establish a comprehensive AIDS training, research centre and care and rehabilitation centre. It conducts various programmes for making the people aware of the ill effects of AIDS and ways to prevent it"
"Indicus Public Trust, Mumbai","D-15, Office 7, Municipal Colony, Road 2, ParkSite, Vikhroli (W)
Mumbai","400079
Maharashtra",91-22-25172216,91-99679 40199,naresh_s2000@hotmail.com,,Naresh Shinde,Medical & education,Indicus Public Trust motto is to create health awareness & education for the poor & needy
"Initiatives- Women in Development, Mumbai","A-102 Vasant View, Dmonte Lane, Orlem Malan West
Mumbai","400064
Maharashtra","91-22-28811573, 022-28886237",,kranti@bom5.vsnl.net.in,,Kranti,"Aged, Consumer issues, Development(General), Disadvantaged communities, Environment, Food and Nutrition, Health, Human Rights, Law, Media, Population, Poverty, Rural Development, Sustainable Development, Tribal issues, Urban Development, Water, Women’s issues","The vision of IWID is to work towards equality, justice and empowerment of women. To work towards gender justice in all areas of concern"
"Institute for Exceptional Children, Mumbai","2nd Floor, Rooms 35 – 38, Topiwalla Lane Muncipal School, Opp Bhadamkar Marg
Mumbai","400007
Maharashtra",91-22-3868501,,,,Esther Dubey,"Child welfare, Disability, Education",IEC provides specialised psycho-educational and psychotherapeutic service to learning disabled. Emotionally disturbed children to enable them to stay in schools and eventually become contributing menders of the society. IEC also provides enrichment service to intellectually gifted children to enable them to achieve in keeping with their potential. It also provides counselling and other support services to the families of the children
"Institute for Sustainable Development & Research, Mumbai","N-1-8, Narayan Pujari Nagar, Above Hotel Mela, A.G. Khar Road Worli
Mumbai","400018
Maharashtra",91-22-24968682,,isdres@hotmail.com,,Lalit Kumar Chaudhari,"Development(General), Poverty","The organisation focuses on the integrated development of the rural and urban areas by undertaking projects on development, education, training, research and extension in the field of agriculture, environment, food, water, industry, technology, woman and child development and poverty reduction"
"Institution Builders, Navi Mumbai","B2/12, Vanashri CHS, 1-2, Sec 58 A, Nerul (W)
Navi Mumbai","400706
Maharashtra",91-22-27525048,91-96190 82007,kanti@institutionbuilders.com,http://www.institutionbuilders.com,Kanti Gopal,HR Consulting,"We are a new age strategic HR consulting firm. We specialize in change solutions using whole systems thinking and methodologies. Whether it is design and implementation of performance management system or leadership development or vision deployment or cultural change or merger integration or implementation of total quality or wasteful cost elimination. We use whole systems approaches to engage the entire organization in real time and bring rapid change. While conventional change management approaches fail to engage everyone in an organization simultaneously, whole systems approaches not only evoke the active participation of all employees but deliver measurable and sustainable outcomes within short time"
"International Institute for Sustainable Future, Mumbai","73A Mittal Tower, Nariman Point
Mumbai","400021
Maharashtra","91-22-22045758, 91-22-22871250",,iisfb@giasbm01.vsnl.net.in,http://iisfb.org,Rashmi Mayur,"Disaster management, Education, Energy, Environment, Forestry, Information and Communications Technology, Population, Poverty, Rural Development, Science and Technology, Sustainable Development, Urban Development, Water","The main objective of this institute is to bring education and awareness about the critical issues related with environment and ecology of the planet and in formulating solutions so as to create a sustainable future. The institute also conducts research training, planning besides advising governments, international organisations, and corporations in various fields such as urban planning, ecological architecture and design industrial safety, disaster management, sustainable energy, organic agriculture, and global ecology"
"International Resources for Fairer Trade, Mumbai","Unit No.7, Sona Udyog Ind. Estate, Parsi Panchayat Road
Mumbai","400069
Maharashtra","91-22-28352811, 91-22-28235245",,shipra@irft.org,http://www.irft.org,Shipra,Promote fair trade as a tool to positively impact livelihoods.,"International resources for fairer trade Mumbai, based non-profit, was established in October 1995 as a charitable trust under the Bombay public trust act. The mission of irft is to have an impact on poverty and unemployment by promoting and supporting fairer trade and ethical business. Irft exists to reduce the incidence of poverty and enlarge the opportunities for sustainable employment for the poor. Irft seeks to achieve this by encouraging sustainable development of the enterprises in which poor are involved through increased business growth and improved productive capacities. Promote fair trade as a tool to positively impact livelihoods. Support the development of community based enterprises as sustainable businesses"
"Iqra Gyan Educational & Welfare Foundation, Mumbai","A-2/201, Al-Saf,a Co-Operative Housing Society, Millat Nagar, andheri West
Mumbai
Maharashtra
400053", , ,98208 01169,info@iqragyan.org,www.iqragyan.org,Khalid Khan,"Education, General – Social Welfare.","Iqra gyan education & welfare foundation is a non-profitable, non-governmental and non-political organization, primarily focus on ?right to education. Ig advocates and assists poor students in availing educational aids, grants and scholarships provided by governments and non-governmental institutions. Ig is a group of educated youths, experienced professionals, businessmen and social workers who envisage the possibilities of utilizing vast social network coupled with the modern communication system to support poor and needy students and career enthusiast. Simply ig is a bridge between the resources and beneficiaries. Ig does not involve in any kind of financial transactions between the donors and receivers. The organizational operating expenses are borne by the members and patronages. Ig ensures that the transparency, monitoring and control systems are implemented through modern computer / internet system. It is an ongoing process in ig to study / survey / search students who seek and deserve scholarships. Thus, ig is planning to gradually develop and provide real-time-online analysis to the donors that will enable them to directly transfer the educational aids / scholarships / donations to the most deserving student (s). Periodically an analysis report will be generated on website comprising student profile, historical track records, unique identification code, categorization of scholarship and current education and social status / growth, school / teachers / parents report and ig recommendations etc"
"JAAG, Mumbai","B-22, Plot 62, Gharkul Chs, Borivali
Mumbai","400091
Maharashtra",91-22-28695499,,jaagoindia@hotmail.com,,Vitthal Govind Lad,Community development.,Tribal development
"Jagruti Charitable Trust, Mumbai","107, 21-B Building, Mmrda Complex
Mumbai","400043
Maharashtra",91-22-32599444,,jagruti.ctrust@gmail.com,,Venkateshwar N Pottabathini,Health & education.,"Our aim is to extend help to poor and needy people in educational, medical as well as to provide financial help to blind and handicapped persons, orphans, widows for doing the small scale business, PCO etc. purposes"
"Jagruti Kendra, Mumbai","C/O St. Jude Church, Mathuradas Vasanji marg, Jerimeri
Mumbai","400072
Maharashtra",91-22-28511369,,frbarthol@hotmail.com,,Barthol Machado,"Consumer issues, Education, Environment, Health, Sanitation, Sustainable Development, Water, Women’s issues","The organisation?s main aim is to work towards the empowerment of all marganilised groups within a sustainable environment irrespective of caste, creed, gender, culture and age. Through the creation of awareness (of local and global existential realities) and mobilisation, so that people gain confidence and resolve issue on a personal and collective level, leading to peace, unity, freedom and justice in society"
"Jalvardhini Pratishthan, Mumbai","1, Janki Niwas, Gokhale Road, Dadar
Mumbai","400028
Maharashtra",91-22-24224672,,paranjpe.ulhas@gmail.com,http://www.jalvardhini.org,U.M. Paranjpe,Rain water managment,To promote rain water as a source of water and use it
"Janakalyan Sevasram, Thane","Survey No. 1110, 10-11, Kolkhe Village, Opp. Canara Bank, Parpund, Mumbai-Pune Road, Panvel
Thane","410211
Maharashtra",91-22-64137290,91-9324001862,cksnarayanan@hotmail.com,,Soorya Narayanan,"Child development, oldage home.","Total welfare of deserted children, old aged persons, including health"
"Janheet Sansta, Thane","4, Deep T. B – Wing, Mumbra
Thane","400612
Maharashtra",91-22-25469683,,rammumbaikar@gmail.com,,Ram Mumbaikar,Human rights.,To work for human rights
"Janjagruti Vidyarthi Sangh, Mumbai","New Chikuwadi
Mumbai
Maharashtra
400043", , ,"89764 31045, 96196 77203",janjagrutivs@gmail.com,www.janjagrutimumbai.org,Santosh Surve,Women Development/Welfare,Women empowerment through employable skills training
"Jansevamission, Mumbai","13/D/406, Sangharsh Nagar, Chandivali andheri
Mumbai
Maharashtra
400072", , ,99870 95260,rkministry73@gmail.com,www.jansevamissionindia.com,Rupas K Kalkatte,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Awareness Generation, Child Labour, Child Rights, Corporate Social Responsibility, Cow Protection Centre (Goushala), Health, Human Development, Human Rights, Right To Information, Waste Management, Women’S Issues To Bring People From The Drakness Towords Light. To Give Standard Education To Socio-Economically Backward Students. To Give Well-Equipped Residential Accommodation. To Affect The Principles Of St. Paul Public School To Develop Personality Of Students Though Education To Star Job-Oriented Course. To Supply Sufficient Literature Including Holy Books To Give Physical And Health Training. To Create Environment Awareness In Students.",To bring people from the drakness towords light to give standard education to socio-economically backward students. To give well-equipped residential accommodation. To affect the principles of st. Paul public school to develop personality of students though education to star job-oriented course. To supply sufficient literature including holy books to give physical and health training. To create environment awareness in students
"Jeanne Devos, Mumbai","104/A, Mumbai
Mumbai","400010
Maharashtra","91-22-3780903, 91-22-3771131",,"info@jeannedevos.org, rita.heymans@jeannedevos.org",http://www.jeannedevos.org,Secretary,,"The national domestic workers movement, founded more than 20 years ago, kept expanding and now boasts ramifications in 21 out of 28 federal states of India. To the movement?s girls and women and to many others in the field this represents a turning-point in their situation of modern slavery to a whole new life, in which they can make their own choices. Although we may never see our work coming to an end, it is set going for sure. The current is moving on, that?s what counts. She is a guide, opening the eyes to the reality in which millions of children live. This she does in a unique way, without bitterness, not looking for praise, with indulgence and a convincing, yet never obliging belief"
"Jeevan Jyoti Ministries, Mumbai","17 Eden Villa, Anand Park
Mumbai","400068
Maharashtra",91-22-28955732,,jeevanjyothiministries@yahoo.co.in,http://www.jeevanjyotihome.com,Varghese George,,"The very purpose of the formation of Jeevan Jyothi Ministries is to reach the Gospel to the unreached right from the cities to the remote tribal villages in our country. All other activities including educational assistance, Jeevan Jyoti Vidyalayas, tribal hostel, medical aid etc. are complimentary to achieve our main objective and the overall development of the tribal community"
"Josh Foundation, Mumbai","14, Takshila, K.V.Campus, N.C.H.C, Kanjurmarg
Mumbai","400078
Maharashtra",,91-961908 9292,info@joshfoundation.net,http://www.joshfoundation.net,Sairaj,Rural development.,"Development in rural, like moderation in agriculture, sports, internet facility, libraries, old age home, animal care house, educational institutes and yoga meditation etc"
"Juhu Beach Life Gaurd Assocition, Mumbai","Shiv Shurti C.H.S. 519, Room C/35 Sector
Mumbai","400067
Maharashtra",91-22-28679558,,andymarines2003@yahoo.co.in,,Neville David,Save lives.,Save lives from drowing
"Kalashray Foundation, Mumbai","70, 74, Evershine Millennimum, Thakur, Kandivali
Mumbai
Maharashtra
400101", , ,99878 09350,kalashrayfoundation@gmail.com,www.kalashrayfoundation.com,Arup Bhowmick,Indian Village New Idea Of Deovelopment.,"Kalashray foundation a unique concept of a self-employed village of music, arts and culture with alternative natural living idea. An international platform for the young generation in the field of education, music, arts, modern technology, bio farming, small industry, based on social community system. Wings for young imaginations, intercultural experiences in europe. An Indian village influenced by german village ideas. We observe, we care, we help to realize visions, we give a secure basic life for a long term for each child. This is a new way of living in a village community, in an artistic way with a basic security system. A concept which had never existed before in India. We are new born but our path is very long with new idea for society and social help our life is not only for us and family, my country is my family, we will walk together for you then every one life will easy"
"Kanbs Foundation, Mumbai","003/32 Sanskruti, Phase – 2, Thakur Complex
Mumbai","400101
Maharashtra",91-22-28549131,,dr.jagdish_singh@yahoo.co.in,,Dr. Jagdish,To set up superspeciacity hospital in rural india.,Micro finance in health insurance to insure and assure people and to set up chain of super speciality hospitals across rural India
"Karunya Trust, Mumbai","Bishop House, P.B. No. 8434, Powai
Mumbai","400076
Maharashtra",91-22-25785515,,karunyatrust@hotmail.com,http://www.karunyatrustonline.org,George Vattamattam,To create network with other ngo s in different areas.,"Karunya Trust vision is to create a just and harmonious society based on the gospel values of love, freedom, fellowship and peace. Karunya Trust mission is to be restore human dignity to the needy and the marginalized through the process of empowerment"
"Kashi & Laxmi Trust , Navi Mumbai","209, Nerul West
Navi Mumbai","400706
Maharashtra",91-22-27709618,,karuna.mishra@gmail.com,,Karuna Mishra,Bring back the old melodial time and peace in each family.,"I wish to open the eyes of those children who now have no time for their parents who care, loved them to stand in the society. I wish to open the eyes of our leaders who only says stop child labour but never wanted or tried to know the story behind to become story behind it"
"Kimaya Foundation, Mumbai","353, Golanji Hill, Near Wagheshwari Mandir
Mumbai","400012
Maharashtra",91-22-32508386,,drmbabre@hotmail.com,http://www.kimayafoundation.org,Dr. Monish,To assist Senior citizens.,Kimaya Foundation is a registered NGO under public charitable trust act that is inspiring every senior citizen to lead a life of independence & confidence. We believe in miracles through divine healing. There is certainly an age for retirement from work but definitely not from leisure. We at Kimaya Foundation takes the opportunity to provide you with assistance in every possible way to help you improve the quality of your life and thus bring smiles to a billion faces
"Kiran Foundation, Mumbai","Chembur, Mumbai
Mumbai","400071
Maharashtra",,91-99675 80960,kiranfoundation@rediffmail.com,,Sandesh Nandode,"Child development, agriculture, animal care, microfinance, women empowerment, education.","To provide education to underpriviledge class, child development through education and safety, help and rehabilitate economicaly backward women, to provide help to understand backward anf forward linkages to farmers and other agricultural products producers to increase their productivity, to provide timely help and medical aid to stray animals, to provide best medical treatment to economically challenged class, to provide free leagle advive to under privieledged calss etc"
"Kranti Foundation, Mumbai","Mulund, Mumbai
Mumbai","400080
Maharashtra",91-22-25398877,91-98678 88818,info@krantifoundation.com,http://www.krantifoundation.com,Avinash Rathod,Rural developement.,"To make villages self sustained and developed, improving economical standards of village by agriculture, animal husbandary, agricultural related business, industrial growth etc"
"Kranti Sanstha, Mumbai","91/B Balaji Niwas, Banganga Road
Mumbai","400006
Maharashtra",,91-99693 05833,krantisanstha@gmail.com,http://krantisanstha.blogspot.com/,Ashish,Enivornment,"We are committed to social justice, sustainable development and human rights. The right to communicate freely is a basic human right and a necessity for sustainable development"
"Kripa Foundation, Mumbai","81/A, Chapel Road, BAndhra
Mumbai","400050
Maharashtra","91-22-26405411, 91-22-26433027",,kripafoundation@kripafoundation.org,http://www.kripafoundation.org,Joe H Pereira,Treat centre for drug addiction and rehabilitation and hiv rekated diseases.,
"Krishna Shanti Suman Multipurpose Event Organization, Navi Mumbai","NRI Complex, Seawoods, Nerul
Navi Mumbai
Maharashtra
400706", , ,99209 89001,krishnashanti@in.com,www.krishnashanti.in,Sandhya Jain,"Art And Craft, Art And Culture, Awareness Generation, Ayurveda, Child Welfare, Community Development, Corporate Social Responsibility, Cow Protection Centre (Goushala), Cultural Issues, Disability, Disadvantaged Communities, Education, Health, Herbal Medicine, Hiv/Aids, Human Development, Human Rights, Old Aged Welfare, Orphanage, Physically Disabled, Self Help Groups, Women Development/Welfare, Women’S Issues, Yoga, Youth.","Krishna Shanti Suman Multipurpose Event Organization is a dedicated ngo, whose simple but critical goal is to increase awareness about all round well being of mankind on an individual human scale, and offer equally simple solutions. Krishna Shanti Suman aims to change the world one super-conscious individual at a time"
"KSHANA, Mumbai","Andheri, Mumbai
Mumbai","400052
Maharashtra",,91-99870 50932,kshana@gmail.com,,Ritesh,Entertainment,"Kshana?s goal is to spread smiles, to bring joy and happiness to those who?ve been forgotten. A small gesture from our side to bring a smile on their faces can make a difference. To provide entertainment to the under privileged people of India. To inculcate social values amongst students at an early age .public relations and various performances. Entertainment and Happiness know no Boundaries. Kshana mission is to touch the heart and soul of people, the world seems to have forgotten. To spread invaluable moments of happiness through entertainment, to brighten up their lives. They believed that the satisfaction one gets in touching lives even if in a small way is unique"
"Kumud J.C. Barot Foundation, Mumbai","93, Shri Jorawar Bhuvan, Top Floor, Flat No 19
Mumbai","400020
Maharashtra",91-22-22002776,,ashaamarcorporation@gmail.com,–,Kumud J.C. Barot,Work for women and children,"Our main objective is to help womens and children.
Kumud J.C"
"Lap of Love Foundation, Mumbai","A/28 Saraswati Niwas, Pai Nagar, Borivali(W)
Mumbai","400092
Maharashtra",91-22-28951051,91-97697 50211,kunal.sodhani@yahoo.com,,Kunal Sodhani,Education and child development.,"Imparting education to unprivileged people and evolve the creativity hidden inside them. The objective behind this organization is that we, the members of this organization, always felt that people donate things to them may be food, clothes or money but does anyone one realizes are these things really making them happy? We have started imparting education to street children. Our organization has a concept of organizing events which consists of dance, skits, songs, drawing, craft, interactive talks, games, etc., in which we involve them in the performance, make them enjoy life and let their unknown inherent skills come out. To touch the hearts of the unprivileged is our passion and mission"
"Lawyers Collective Hiv-Aids Unit, Mumbai","61, Jalaram Kripa
Mumbai","400001
Maharashtra",91-22-22875482,,aidslaw@lawyerscollective.org,http://www.lawyerscollective.org,Project Director,To provide legal aid and allied services for people affected by HIV/AIDS.,"The lawyers collective has, instituted an hiv-aids unit to provide legal aid and allied services for people affected by hiv/aids. The unit also has an extensive advocacy and research & policy initiative. Its legal aid and advocacy initiatives are complemented by its research work that aims to influence policy and law reform. Public health issues like access to treatment hiv/aids education and awareness issues, gender issues-issues relating to women, safe blood supply, access to and quality of health care services, decriminalization of homosexuality, protection of sex workers"
"LEAD, Mumbai","3, Shiv Darshan, Airoli Gaav, Near Gaav Devi ground
Mumbai","400708
Maharashtra",,91-98195 00441,lead.airoli@gmail.com,http://leadatairoli.weebly.com/,Kaustubh,Upliftment of slum children,"Education is every child?s right. The UN and the Indian government agree. In fact, basic education is the right of every Indian child. On paper, at least! But what if you are elder sister to three other siblings and your mom and dad ask you to cook and care for them while they go off to dig roads or build skyscrapers brick by brick"
"Learning Boat, Mumbai","21, Sainath Chawl, Ganesh Mandal
Mumbai","400060
Maharashtra",,"91-92247 58385, 91-099300 30599",learningboat@in.com,http://learningboat.webs.com,"Mahesh Mishra, Santosh Padwal","Peace in world, lots of social issue work.",Our first work is peace in the world. We work with youth for social issue
"Life Trust, Mumbai","B-1, Neelam Centre, S.K. Ahire Marg, Near Glaxo, Worli
Mumbai","400025
Maharashtra",91-22-24910287,,empower@liftrustindia.org,,Sonam Chawla,It is a dynamic foundation that works in collaboration with the government to introduce various programmes.,Our mission is to partner and support the public school system along with other agencies and like minded individuals in improving the quality of education through creative and effective programmes
"Light of Life Trust, Mumbai","181, Hill Road, BAndhra(W)
Mumbai","400050
Maharashtra",91-22-26557792,91-98213 99002,bAndhra@lolt.in,http://www.lolt.in,Kamal Damania,"Education in rural India, health, women empowerment, senior citizen.","To create an awakening amongst the underprivileged and to blossom as a community through emotional interdependence. : To uplift disadvantaged children by reinstating them in schools. To provide care and shelter to the homeless, orphaned children. To support destitute, abandoned or widowed women. To give a life of dignity and respect to the aged. To create a Hospice for the terminally ill, that they may live their last days in peace and comfort"
"Lok Kala Jagruti Manch, Navi Mumbai","D 09, Condomininum 8, Sector 10, Koparkhairne
Navi Mumbai","400709
Maharashtra",91-22-67934262,91-98199 09048,lokkalajagruti@gmail.com,,Sunita Shelar,Womens empowerment.,"Make deprived peoples socially, educationally, healthy & culturally strong to survive good life"
"Lok Seva Sangam, Mumbai","D/1, Everard Nagar, Eastern Express Highway Sion
Mumbai","400022
Maharashtra",91-22-24070718,,loksevasangam@vsnl.net,http://www.lokseva.cjb.net,Rev. Fr. Carlo Torriani,"Child welfare, Rehabilitation",LSS is a voluntary organisation essentially aiming at leprosy control and welfare of leprosy patients in the urban areas of Mumbai. Its main approach is to treat and help patients within their socio-cultural environment. It also tries to put them on par with the rest of the community together with healthy and needy people. Its activities include balwadis for children of leprosy patients
"LOKADHIKAR, Mumbai","V-34, M R Society, Relief Road, Daulat Nagar, Santacruz(W)
Mumbai","400054
Maharashtra",91-22-64400991,91-98209 12422,anil.nair90@yahoo.co.in,http://www.lokadhikar.com,Anil Nair,Human rights.,To get justice to the people and make the world a better place to live in. To educate the underprivileged and the poor youths. To help the disabled and to train them to earn a source of living
Love Mumbai,"2, Soona Mahal, Opp. Ambassador Hotel
Mumbai","400020
Maharashtra","91-22-22852946, 91-22-22884052",,,,,,"The organisation works with an aim of generating environmental awareness through developmental projects. Distribution of free saplings, illumination of heritage buildings, clean Mumbai movement, promoting usage of garbage bins and segregation of garbage are some of the ongoing activities of the organisation"
"M B Barvalia Foundation, Mumbai","Naidu Colony, Opp. Building No. 161, Pant Nagar, Ghatkopar (East)
Mumbai","400075
Maharashtra","91-22-25150724, 91-22-25105551",,praful@bom3.vsnl.net.in,,Praful Barvalia,"Child welfare, Disability, Health","The organization works for the welfare of the community through various community care programmes especially for the welfare of the mentally challenged children & disabled, providing a holistic therapy, education and rehabilitation"
"MADAD, Mumbai","86, Movie Tower, Oshiwara, Andheri – West
Mumbai","400053
Maharashtra",91-22-26455722,,madadngo@gmail.com,http://www.madadngo.com,Chaaru Aanand,Volunteers,"Madad works for and with street children and orphans, and for and with senior citizens living below poverty line. Madad provides food, shelter, education, medical aid and councilling to street kids and orphans and loving care and medical aid to our senior citizens with zero income. Madad aims at building a global village for these seniors where they will have a home which they were deprived of along with every medical facility and appeals for aid in this task"
"Maharashtra State Women’s Council, Mumbai","Town Hall (Central Library), Shahid Bhagat Singh Marg
Mumbai","400001
Maharashtra",91-22-22662013,,,,Aruna Jagtiani,"Child welfare, Women’s issues",MSWC is a social welfare organisation working for the upliftment of underprivileged and destitute women and children in Mumbai. It runs residential institutions for the orphans and rescued children and girls in distress
"Mahatma Jyotiba Phule Trust, Mumbai","Sion, Mumbai
Mumbai",Maharashtra,,91-99691 01616,bhalerao_archana@yahoo.com,,Archana Bhalerao,,Education for dharavi childrens
"Mahila Dakshata Samiti, Mumbai","Gala No. 5, Under Keshav Sut Bridge, Dadar West
Mumbai","400028
Maharashtra",91-22-24321469,,,,Sudha Kulkarni,Women’s issues,"MDS is a voluntary organisation working for the upliftment of women in distress. It aims to elevate the status of these women in the society and their respective families, educate them on social, legal and political issues and rights"
"MAJLIS, Mumbai","4/A-2, Golden Valley
Mumbai","400098
Maharashtra",91-22-26661252,,majlislaw@vsnl.net,http://www.majlisbombay.org,Audrey D’mello,"Womens rights, legal cell.",Majlis is a legal unit working for empowerment of women. We help women of Behind marginalised sections get access to justice
"Make a Wish Foundation of India, Mumbai","B2/12, Samruddhi Society, B. Parulekar Marg, Dadar
Mumbai","400028
Maharashtra","91-22-24915071, 91-22-24912510",,mawindia@vsnl.com,http://www.makeawishindia.com,Uday Joshi,Child welfare,
"Marathi Mission Nagpada Neighbourhood House, Mumbai","Nagpada Neighbourhood House, Nagpada, Byculla
Mumbai","400008
Maharashtra",91-22-3072571,,ucbwm@bom5.vsnl.net.in,,Vikas Torane,"Child welfare, Development(General), Disability, Education, Food and Nutrition, Health, Intellectual property, Minorities, Poverty, Sanitation, Urban Development, Water, Women’s issues","NHH, is a community welfare centre catering to the needs of people irrespective of cast, creed and religion. Its motto is That life may be enriched. It offers service in the sphere of health, education, social and economic welfare, recreational and cultural activities. It tries to help the child in its total physical, mental, social and intellectual development"
